From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
A0A127AWY4	A0A127AWY4	unreviewed	A0A127AWY4_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	163	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
G1CS70	G1CS70	unreviewed	G1CS70_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	162	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
H6VXA4	H6VXA4	unreviewed	H6VXA4_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	161	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A0B6VHL5	A0A0B6VHL5	unreviewed	A0A0B6VHL5_EBVG	Viral interleukin-10 homolog	BCRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	161	immune response [GO:0006955]; mitigation of host antiviral defense response [GO:0019049]; regulation of cytokine production [GO:0001817]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; cytokine activity [GO:0005125]; immune response [GO:0006955]; mitigation of host antiviral defense response [GO:0019049]; regulation of cytokine production [GO:0001817]	cytokine activity [GO:0005125]	GO:0001817; GO:0005125; GO:0005615; GO:0006955; GO:0019049			
G1CS97	G1CS97	unreviewed	G1CS97_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	161	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
G1CS59	G1CS59	unreviewed	G1CS59_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	161	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
G1CS58	G1CS58	unreviewed	G1CS58_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	161	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A127AX35	A0A127AX35	unreviewed	A0A127AX35_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	157	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
G1CS63	G1CS63	unreviewed	G1CS63_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	155	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
H6VXA2	H6VXA2	unreviewed	H6VXA2_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	155	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q07286	Q07286	reviewed	YLR3_EBVP3	Uncharacterized protein BLRF3	BLRF3	Epstein-Barr virus (strain P3HR-1) (HHV-4) (Human herpesvirus 4)	153								
A0A127AWX4	A0A127AWX4	unreviewed	A0A127AWX4_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	153	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A127AWZ4	A0A127AWZ4	unreviewed	A0A127AWZ4_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	152	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A127AWZ0	A0A127AWZ0	unreviewed	A0A127AWZ0_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	152	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A127AX29	A0A127AX29	unreviewed	A0A127AX29_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	152	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A127AZ92	A0A127AZ92	unreviewed	A0A127AZ92_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	152	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A127AWT9	A0A127AWT9	unreviewed	A0A127AWT9_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	151	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLB8	D7PLB8	unreviewed	D7PLB8_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	151	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A127AWN9	A0A127AWN9	unreviewed	A0A127AWN9_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	151	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLG2	D7PLG2	unreviewed	D7PLG2_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	151	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
