From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
PF3D7_1033200	Q8IJ76	unreviewed	Q8IJ76_PLAF7	Early transcribed membrane protein 10.2	PF3D7_1033200	Plasmodium falciparum (isolate 3D7)	355		Maurer's cleft [GO:0020036]; membrane [GO:0016020]; symbiont-containing vacuole membrane [GO:0020005]	Maurer's cleft [GO:0020036]; membrane [GO:0016020]; symbiont-containing vacuole membrane [GO:0020005]		GO:0016020; GO:0020005; GO:0020036			
PF3D7_1111800	Q8IIP5	unreviewed	Q8IIP5_PLAF7	Peptidyl-prolyl cis-trans isomerase, putative (EC 5.2.1.8)	PF3D7_1111800	Plasmodium falciparum (isolate 3D7)	355		membrane [GO:0016020]	membrane [GO:0016020]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755; GO:0016020			
PF3D7_1112200	Q8IIP1	reviewed	COQ4_PLAF7	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)	COQ4 PF11_0128 PF3D7_1112200	Plasmodium falciparum (isolate 3D7)	355	ubiquinone biosynthetic process [GO:0006744]	extrinsic component of mitochondrial inner membrane [GO:0031314]	extrinsic component of mitochondrial inner membrane [GO:0031314]; ubiquinone biosynthetic process [GO:0006744]		GO:0006744; GO:0031314			
PF3D7_1439400	Q8IL75	unreviewed	Q8IL75_PLAF7	Cytochrome b-c1 complex subunit Rieske, putative (EC 1.10.2.2)	PF3D7_1439400	Plasmodium falciparum (isolate 3D7)	355	mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]	mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; ubiquinol-cytochrome-c reductase activity [GO:0008121]	GO:0005739; GO:0005750; GO:0006122; GO:0008121; GO:0016491; GO:0046872; GO:0051537			
PF3D7_0204900	O96145	unreviewed	O96145_PLAF7	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	PF3D7_0204900	Plasmodium falciparum (isolate 3D7)	354	methylation [GO:0032259]; quinone biosynthetic process [GO:1901663]; ubiquinone biosynthetic process [GO:0006744]	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrion [GO:0005739]	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrion [GO:0005739]; 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; methyltransferase activity [GO:0008168]; quinone cofactor methyltransferase activity [GO:0030580]; methylation [GO:0032259]; quinone biosynthetic process [GO:1901663]; ubiquinone biosynthetic process [GO:0006744]	2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; methyltransferase activity [GO:0008168]; quinone cofactor methyltransferase activity [GO:0030580]	GO:0005739; GO:0006744; GO:0008168; GO:0030580; GO:0031314; GO:0032259; GO:0043333; GO:1901663			
PF3D7_0218300	O96263	unreviewed	O96263_PLAF7	rRNA methyltransferase, putative (EC 2.1.1.-)	PF3D7_0218300	Plasmodium falciparum (isolate 3D7)	354	ribosomal large subunit assembly [GO:0000027]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; rRNA (guanine-N1-)-methyltransferase activity [GO:0008989]; ribosomal large subunit assembly [GO:0000027]	RNA binding [GO:0003723]; rRNA (guanine-N1-)-methyltransferase activity [GO:0008989]	GO:0000027; GO:0003723; GO:0005737; GO:0008989			
PF3D7_1035400	Q8IJ55	unreviewed	Q8IJ55_PLAF7	Merozoite surface protein 3	PF3D7_1035400	Plasmodium falciparum (isolate 3D7)	354	entry into host [GO:0044409]	cell surface [GO:0009986]; plasma membrane [GO:0005886]	cell surface [GO:0009986]; plasma membrane [GO:0005886]; heme binding [GO:0020037]; entry into host [GO:0044409]	heme binding [GO:0020037]	GO:0005886; GO:0009986; GO:0020037; GO:0044409			
PF3D7_1373300	C0H5N8	unreviewed	C0H5N8_PLAF7	Rifin	PF3D7_1373300	Plasmodium falciparum (isolate 3D7)	354		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1422300	C6S3I0	unreviewed	C6S3I0_PLAF7	DnaJ protein, putative	PF3D7_1422300	Plasmodium falciparum (isolate 3D7)	354								
PF3D7_1452300	Q8IKV3	unreviewed	Q8IKV3_PLAF7	Derlin	PF3D7_1452300	Plasmodium falciparum (isolate 3D7)	354	endoplasmic reticulum unfolded protein response [GO:0030968]; regulation of cell cycle process [GO:0010564]; ubiquitin-dependent ERAD pathway [GO:0030433]	apicoplast [GO:0020011]; endoplasmic reticulum membrane [GO:0005789]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]	apicoplast [GO:0020011]; endoplasmic reticulum membrane [GO:0005789]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; misfolded protein binding [GO:0051787]; endoplasmic reticulum unfolded protein response [GO:0030968]; regulation of cell cycle process [GO:0010564]; ubiquitin-dependent ERAD pathway [GO:0030433]	misfolded protein binding [GO:0051787]	GO:0000839; GO:0005789; GO:0010564; GO:0020011; GO:0030433; GO:0030968; GO:0051787			
PF3D7_0605300	C6KSQ1	unreviewed	C6KSQ1_PLAF7	Aurora kinase (EC 2.7.11.1)	PF3D7_0605300	Plasmodium falciparum (isolate 3D7)	353	protein phosphorylation [GO:0006468]		ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0006468; GO:0106310			
PF3D7_0927900	Q8I2N0	unreviewed	Q8I2N0_PLAF7	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]	PF3D7_0927900	Plasmodium falciparum (isolate 3D7)	353	phosphatidylethanolamine biosynthetic process [GO:0006646]; protein autoprocessing [GO:0016540]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondrion [GO:0005739]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondrion [GO:0005739]; phosphatidylserine decarboxylase activity [GO:0004609]; phosphatidylethanolamine biosynthetic process [GO:0006646]; protein autoprocessing [GO:0016540]	phosphatidylserine decarboxylase activity [GO:0004609]	GO:0004609; GO:0005739; GO:0005783; GO:0005789; GO:0006646; GO:0016540			
PF3D7_1021000	Q8IJJ3	unreviewed	Q8IJJ3_PLAF7	Thioredoxin-like fold domain-containing protein	PF3D7_1021000	Plasmodium falciparum (isolate 3D7)	353								
PF3D7_1141400	Q8IHV1	unreviewed	Q8IHV1_PLAF7	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative (EC 2.4.1.198)	PF3D7_1141400	Plasmodium falciparum (isolate 3D7)	353	GPI anchor biosynthetic process [GO:0006506]	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex [GO:0000506]	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex [GO:0000506]; phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]; GPI anchor biosynthetic process [GO:0006506]	phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]	GO:0000506; GO:0006506; GO:0017176			
PF3D7_1458700	Q8IKP4	unreviewed	Q8IKP4_PLAF7	Exonuclease V, mitochondrial, putative (EC 3.1.11.5)	PF3D7_1458700	Plasmodium falciparum (isolate 3D7)	353	interstrand cross-link repair [GO:0036297]	nucleus [GO:0005634]	nucleus [GO:0005634]; exodeoxyribonuclease V activity [GO:0008854]; single-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0045145]; interstrand cross-link repair [GO:0036297]	exodeoxyribonuclease V activity [GO:0008854]; single-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0045145]	GO:0005634; GO:0008854; GO:0036297; GO:0045145			
PF3D7_1476700	Q8IK69	unreviewed	Q8IK69_PLAF7	Lysophospholipase, putative (EC 3.1.1.5)	PF3D7_1476700	Plasmodium falciparum (isolate 3D7)	353		membrane [GO:0016020]	membrane [GO:0016020]; hydrolase activity [GO:0016787]; lipase activity [GO:0016298]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]	hydrolase activity [GO:0016787]; lipase activity [GO:0016298]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]	GO:0004622; GO:0016020; GO:0016298; GO:0016787; GO:0102545			
PF3D7_1119700	Q8IIH0	unreviewed	Q8IIH0_PLAF7	Nuclear transcription factor Y subunit	PF3D7_1119700	Plasmodium falciparum (isolate 3D7)	352		nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634			
PF3D7_1218000	Q8I5M8	unreviewed	Q8I5M8_PLAF7	Thrombospondin-related apical membrane protein	PF3D7_1218000	Plasmodium falciparum (isolate 3D7)	352		cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; rhoptry [GO:0020008]	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; rhoptry [GO:0020008]; protease binding [GO:0002020]	protease binding [GO:0002020]	GO:0002020; GO:0005783; GO:0005794; GO:0005886; GO:0009986; GO:0020008			
PF3D7_1323300	Q8IE83	unreviewed	Q8IE83_PLAF7	N-alpha-acetyltransferase 40 (EC 2.3.1.257)	PF3D7_1323300	Plasmodium falciparum (isolate 3D7)	352	histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; histone H2A acetyltransferase activity [GO:0043998]; histone H4 acetyltransferase activity [GO:0010485]; peptide-serine-alpha-N-acetyltransferase activity [GO:1990189]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]	histone H2A acetyltransferase activity [GO:0043998]; histone H4 acetyltransferase activity [GO:0010485]; peptide-serine-alpha-N-acetyltransferase activity [GO:1990189]	GO:0005634; GO:0005737; GO:0010485; GO:0043967; GO:0043968; GO:0043998; GO:1990189			
PF3D7_0525600	A0A5K1K9E4	unreviewed	A0A5K1K9E4_PLAF7	RNA methyltransferase, putative (EC 2.1.1.56)	PF3D7_0525600	Plasmodium falciparum (isolate 3D7)	351			mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; RNA binding [GO:0003723]	mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; RNA binding [GO:0003723]	GO:0003723; GO:0004482			
PF3D7_0815000	C0Z3M4	unreviewed	C0Z3M4_PLAF7	Selenoprotein	PF3D7_0815000	Plasmodium falciparum (isolate 3D7)	351	cell redox homeostasis [GO:0045454]	apicoplast [GO:0020011]; nucleus [GO:0005634]	apicoplast [GO:0020011]; nucleus [GO:0005634]; cell redox homeostasis [GO:0045454]		GO:0005634; GO:0020011; GO:0045454			
PF3D7_1254200	Q8I4P5	unreviewed	Q8I4P5_PLAF7	Rifin	PF3D7_1254200	Plasmodium falciparum (isolate 3D7)	351	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_1335100	A0A650D5Z9	unreviewed	A0A650D5Z9_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D600	unreviewed	A0A650D600_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D601	unreviewed	A0A650D601_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D602	unreviewed	A0A650D602_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D605	unreviewed	A0A650D605_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D606	unreviewed	A0A650D606_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D607	unreviewed	A0A650D607_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D608	unreviewed	A0A650D608_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D610	unreviewed	A0A650D610_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D611	unreviewed	A0A650D611_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D612	unreviewed	A0A650D612_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D613	unreviewed	A0A650D613_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D615	unreviewed	A0A650D615_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D616	unreviewed	A0A650D616_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D617	unreviewed	A0A650D617_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D618	unreviewed	A0A650D618_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D620	unreviewed	A0A650D620_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D621	unreviewed	A0A650D621_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D622	unreviewed	A0A650D622_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D623	unreviewed	A0A650D623_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D624	unreviewed	A0A650D624_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D625	unreviewed	A0A650D625_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D627	unreviewed	A0A650D627_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D628	unreviewed	A0A650D628_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D629	unreviewed	A0A650D629_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D631	unreviewed	A0A650D631_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D632	unreviewed	A0A650D632_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D633	unreviewed	A0A650D633_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D634	unreviewed	A0A650D634_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D635	unreviewed	A0A650D635_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D636	unreviewed	A0A650D636_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D639	unreviewed	A0A650D639_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D641	unreviewed	A0A650D641_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D642	unreviewed	A0A650D642_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D645	unreviewed	A0A650D645_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D646	unreviewed	A0A650D646_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D647	unreviewed	A0A650D647_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D668	unreviewed	A0A650D668_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D677	unreviewed	A0A650D677_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D688	unreviewed	A0A650D688_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D699	unreviewed	A0A650D699_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D6A1	unreviewed	A0A650D6A1_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D6A9	unreviewed	A0A650D6A9_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D6C0	unreviewed	A0A650D6C0_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D6C9	unreviewed	A0A650D6C9_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	A0A650D6E3	unreviewed	A0A650D6E3_PLAFA	Merozoite protein 7	msp7 PF3D7_1335100	Plasmodium falciparum (malaria parasite P. falciparum)	110								
PF3D7_1335100	Q8IDX8	unreviewed	Q8IDX8_PLAF7	Merozoite surface protein 7	PF3D7_1335100	Plasmodium falciparum (isolate 3D7)	351	entry into host [GO:0044409]	membrane [GO:0016020]	membrane [GO:0016020]; entry into host [GO:0044409]		GO:0016020; GO:0044409			
PF3D7_1445700	Q8IL16	unreviewed	Q8IL16_PLAF7	Btz domain-containing protein	PF3D7_1445700	Plasmodium falciparum (isolate 3D7)	351		Maurer's cleft [GO:0020036]	Maurer's cleft [GO:0020036]		GO:0020036			
PF3D7_0100900	Q9NFA9	unreviewed	Q9NFA9_PLAF7	Rifin	PF3D7_0100900	Plasmodium falciparum (isolate 3D7)	350	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0901100	Q8I3D6	unreviewed	Q8I3D6_PLAF7	Rifin	PF3D7_0901100	Plasmodium falciparum (isolate 3D7)	350	antigenic variation [GO:0020033]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; antigenic variation [GO:0020033]		GO:0016020; GO:0020002; GO:0020033			
PF3D7_0901400	Q8I3D3	unreviewed	Q8I3D3_PLAF7	Rifin	PF3D7_0901400	Plasmodium falciparum (isolate 3D7)	350		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
